hotel_id,hotel_name
1487,Villa Esperanca
3596,Vista Praia
170,Alcove Resort
1356,Cochichos
4560,Ocean Bliss Resort
4600,Allegria The Goan Village
4402,Bougainvilla
4395,Casa Severina
2683,Lemon Tree Resort Goa
3457,Devdeep
1641,Zama
1291,Hotel Goa International
1381,Panjim Inn
1934,Panjim Peoples
580,Panjim Pousada - Welcome Heritage
3713,Grand Mercure Goa Shrem Resort
2031,Aashyana Lakhanpal
893,pleasure beach resort
781,Olga's
160,Helinda
3,Starco
3600,Paradise Inn
2110,Charcoal Pit
850,Tamarind Hotel
2738,NomadGao Vilanova Coworking and Coliving
2467,Opus
3138,Chikoo House
1597,Farmagudi Residency
1777,Monte Villa Guest House
1914,The Baga Marina 4*
1044,Pride Sun Village Resort & Spa 4*
1545,Prazeres Resorts
2737,Shree Hari Guest House
3182,Resort Marinha Dourada
54,Shunya Noi Varo
1797,Bay 15
1912,Turtle hotel
3730,Horizon Hotel
2554,Palacio De Goa
2801,Treehouse Neptune
3510,Bharat Lodge
3566,Panda Backpackers
825,Maris Manor
4391,Rajesh Hotel
1390,Clube Tennis De Gaspar Dias
885,Bank of Baroda Holiday Home
3265,Amonkar Boutique hotel
1608,Hotel Sea Homes
1595,Natasha hotel
772,Regina Guest House
2612,Hotel Viva Goa International
2274,Hotel Gopika International
1869,Citrus Hotels
1086,Alfa Guest House
3579,Casa Domingos & Boaty's
1326,Chalet Balnear Goa
1464,Sunrise
807,Hotel Ananaz
3574,johnson
3238,Mariton Guest House
2109,CSIR Nio Guest House
3789,Sil Sea Holiday Home
4591,Casa Tropicana - Villa Tidina Guest House.
2235,libdoran
964,Shri Siddhi Vinayak Hotel
3222,kiara bnb home 8888852400
399,Casa D.C.M & Esmeralda
2633,Porvorim Bungalow
4495,Bamboo Motel
2997,Avni
705,Silva
432,Hotel Karmali
293,Wilsha
4509,Wild Orchid Resort
146,Hotel Supreme
3593,The Citadel
2034,Hotel Manish
3696,the HQ
1166,The Karma Plaza Hotel
2051,Hotel Rukhmini
2625,Anma Villa
4356,Hotel Camphor
340,Haldankar
3154,Holiday Village
2974,"Goa - Club Estadia, A Sterling Holidays Resort"
266,Ks8 Guest House
2425,Granpa's Inn
4083,The Heritage Goa Hotel
1772,Teso Waterfront
272,RoomEscape Goa
697,Classic Residency
748,"Cavala Hotel, Calangute-Baga Road, Baga - Saunta Vaddo"
245,Nazri Resort
318,Hotel Priti International
477,Casa Amaya
2033,Willows Elite Tourist Resort
958,Little Paradise Cottage
3275,Hotel Atmaran
814,Ashirwad
3687,Hotel Shaurya
1915,Gomes Pousada Guest House
4268,Divar Island Guest House Retreat
1298,Royal Phoenix Inn
1805,Serene Waters Hotel
3786,San Miguel Holiday Homes
251,The Hawaii Comforts
2462,Cabanas by jüSTa
546,Goa Velha Beach Resort
739,Terra Rosa
311,Cancio's House
2942,Goa Stay
1132,Casa Colvale
1450,Vagator House
4558,Epitacio's
16,Viki house
2770,Cumer
921,La Fern Inn Guest House
3030,Manish hotel
3685,Miraj
2545,Hotel Mandarin
39,Sea Pearl
364,Sai Baga
3527,La Vie Woods
183,Taj Ama
3034,Maha Laxmi Hotel
2984,Yellow House
1195,Perola Do Mar Resort
2853,Tiara Morjim By The Bay
3233,Windsor Bay
1122,Morjim Grand Inn
2236,Studio 7
2668,The Gulmohar Resort
4347,Perola do mar
1183,Morjim Hermitage
3843,Villa Augusta
615,Casa Rofina Hideaway
1467,Casa Rofina Guest House
402,EDEM GARDEN RESORT
3043,Navdurga
935,Svelton Manor
2420,Phoenix Park Inn Resort
3460,Sagar Tourist Home
2642,Hotel Sagar
3804,City Hotel Lodge
727,Basseraa Dormitory and Restaurant
827,Hotel mandovi
1522,Salida del Sol
4400,Coco Shambhala
2931,Menezas house
137,Kiara beach hotel
629,Orchid House
335,Bollywood Backyard Hostel
391,Bank of Maharastra Holiday Home
4026,Campal Beach Resort
4517,Amonkar's Hotel
3287,London Hotel
1818,Biker's Inn
401,La Vaiencia Beach Resort
711,Naked Space
1040,Majhi hotel
3425,Big Daddy's
47,Vailankanni Guesthouse
1562,Mai Rosa
4446,Hotel Astoria
4488,Morjim Retreat
1113,Orchid Beach House
2514,Da Orange House
1224,Classic de Ever Green Resort
3488,Classic de Evergreen
3024,Casa Ruth
2422,Hotel Chandrajeet
1509,Casa boutique hotel
1751,Meraden La Oasis
4482,colonia de braganza 2*
3519,Tiara Fiesta Beach Cottages Morjim
1800,Kiran Lodge
339,Pillers
216,Shri Shantadurga Bhavan
1342,Morgim resort
12,Resort De tio Camino
1521,Seaprincess
3381,Townhouse
3242,Nifa
3005,Biera Mar Alfran Resort
2865,Seby
3116,Casa jack
3533,Jomac
2323,Nova casa
2572,Hotel golden eye
2914,Pedros guest house
102,Philip cottage
3756,Flora Grand
172,Hotel rebello
108,Down da Village
3683,Hyatt Centric Candolim Goa
4624,La Conceicao Beach Resort
3845,ZAC Beach Resort
3705,Nordest Lemonmint Beach Resort
3313,Whispering woods
3560,My Beach Holiday
3498,Hotel Flora residency
3927,Treebo Santiago Beach Resort
4077,Villa Bomfim
4300,Millennium Inn
1041,Sal de Goa
3664,Relax Inn Guest House
2761,Roma office
2121,Xavier Beach Resort
1525,Jacks Resort
154,The Village Inn
2249,Alidia beach
482,laxmi palace resort
4270,Resorte Village Royale
3870,The Verda Express Aba
3564,RonilRoyal
1763,Oran Beach Resort
4450,Casablanca
751,Goan Cage N Resort
1786,"Morjim view, true"
3631,Morjim view
3581,Morjim Beach Resort
406,Meraden Opus
758,Cuba Baga
2712,D'souza Lakeview Villa
2671,SWINg! Guesthouse
4031,Cecil Pinto's Holiday Home
98,Only Olive
1334,Tourist Home Sangolda
4129,Ocean wellness resorts and spa
2792,Yogamagic
2855,The Baga Squat
187,Princess Dona
3436,Santana holidays home
2724,Pebbles Guesthouse
2059,Vanilla
3690,Donapaula Classic Hotel
149,La Costa Residency
29,Manvin’s Inn Calangute
3584,kiara hotel goa 8888897746
3442,Tulshi chhaya
693,Samira Sea View
2867,Ivy Anjuna
1387,Sun park resort 2
1846,Sunset Hotel & Restaurant
4389,Okean
3591,Mauryya Regency
1600,Sundaze Guesthouse
4076,Oyo Dhuni Resorts
702,Morjim Holiday Beach Resort
3029,Goa Casitas
2970,Maggie’s beach resort
1709,Aguada Holiday Homes
2954,Turquoise Tree Homestays
455,Sinquerium Beach Villa Land
2869,Dompetes Haven
2041,Bougainvillea Guest House Goa
3668,Victoria Villa Guest House
2316,D'Hibiscus
610,Kamat Guest House
168,Goa Luxury Villas
731,Aguada Anchorage
4327,Rainbow Chimes Villa Goa
2075,OYO 42024 Hill Track Studios Sinquerim Beach
3470,Taj Fort Aguada Resort & Spa
1623,Villa Aria (A Rivaasa Property)
588,Marbella Guest House
1402,Victoria Villa House
3046,Royal Pool Villa
3225,Bon Appetit Hotel
1701,Dense Grove by GuestHouser
3089,Goa Beach Apartments no. 3
3822,Candolim Beach Homes
2982,Sweet Home Guest House
41,Jospeericho Holiday Apartment
1380,OYO 7314 StayOut Per Avel Holiday Homes
2090,Summer Ville Beach Resort
2176,The Sovereign Villa
3218,Joshuas Holiday homes
3915,Acron Seaway Resort
4631,Whispering Palms Beach Resort
4284,Sunset Beach Resort
2658,Sunshine Park Resort
3181,Serenity by the Sea Beach Resort
2077,Ruffles Beach Resort
442,OYO 7756 StayOut Bom Sucesso
3480,"""JADE by the Ocean"" luxury Villa by Lujo Stays"
2052,Casablanca Beach Resort
2542,Flavia By The Sea
3307,Hangover Resort
1302,Hotel SinQ Privé
1782,Ludovici Tourist Home
4461,Holiday Inn Goa Candolim
1305,Jessia Holiday Home 2*
237,D'souza's Holiday Homes 1*
2600,Angelas Guest House 2*
521,OYO 6236 Charming Studio Candolim Beach 3*
2574,God's Gift Guest house
3281,Maggie’s Haven Boutique Guest House 2*
3187,Sodder's Beach Classic 3*
2769,Treebo Trend Skylight Royal Stay 3*
736,ZiP By Spree Hotels Hyde
4363,Villa Candolim (Yellow and Blue Luxury Villa)
2107,"Cardozo House, Goa"
2680,Radisson Goa Candolim 4*
3230,Gloria Ann Classic 3*
2762,SanFrancisco Homes
593,Deepti's Guest House
1304,De Alturas Resorts 4*
1388,Shalom Indus Residency 3*
4355,Royal Mirage Beach Resort 3*
3391,Country Inn & Suites by Radisson 4*
3884,Amigos Hotel
2988,Q O Suites N Villas
4561,Riomar
3298,Joie do mar
905,Avenue
4274,Salotel
1280,Sentir de casa
934,Mohan hotel
4540,Ancoridge
2309,Colors Guest House
1556,Siolim House
4202,Hotel Grande Delmon
4090,Montego Bay
4119,Village Susegate
707,Boaty's
4350,Circle
3071,Santa Terra
746,Florinda's Guesthouse
1940,Umiya Serene
4060,The Upper House
2863,Don Joao Resort
3430,Rosetum Hotel
514,Hotel Regent Anjuna
82,Larios Beach Resort
4610,Romeo Lane
1309,Silver Sands Holiday Village
4216,Old Goa Residency
915,Casa Albuquerque
4451,Grande Alpine
4459,Aiden
2199,Altrude By The Sea
775,villa 59
330,Lar Amorosa
2055,Hotel Gautam
2002,Tres Villas
944,Springs
823,Casa de Lourenco
4197,Tome Guest House
910,Hotel Vilena
2517,Octave Roccoco Morjim
182,Luxury Villa Kingfish Goa
165,Beachfront Villa Anjuna Myconos
1524,Luxury Private Pool Villa Diva Goa
452,Luxury 7BR Beachside Villa Tiara with Private Pool
2539,4BR Luxury Villa Dreamer with Private Pool
3540,Anjuna Beach Villa Surya with Private Pool
4425,3BR Luxury Penthouse Villa Sky with Private Pool
1312,Vagator 3BR Luxury Villa Lavit 2 with Private Pool
4045,Luxury 4BR Villa Bali with Private Pool
1112,Candolim Area Luxury Villa Joyful with Private Pool
4215,2BR Candolim Villa 10
1288,3BR Luxury Villa May with Private Pool
3649,2BR Candolim Villa 9
3925,6BR Candolim Beach Villa Amore with private pool
3640,3BR Beach Villa Candolim with private pool
3301,Baga 5BR Villa Nest with Jacuzzi and Private Pool
3311,Assagao 8BR Luxury Villa Muse with private pool
4224,Anjuna 4BR Luxury Villa Martini
3126,Assagao 4BR Villa Yoro w/rooftop pool
328,Sangolda 3BR Villa Santorini w/private pool
1791,Candolim 4BR Villa Divana B w/private pool
2491,Arpora 4BR Villa Panacota w/private pool
2007,Assagao 3BR Villa Maria w/private pool
2008,Villa Pina Colada Margarita w/private pool
1859,3BR Luxury Villa Ray with Private Pool
4345,Assagao 4BR Luxury Villa Assat w/private pool
313,Anjuna 4BR Luxury Villa Aman w/private pool
833,Arpora 4BR Luxury Villa Pal with private pool
3080,Vagator 4BR Luxury Villa Cello with private pool
1202,Anjuna 5BR Luxury Villa Aman w/private pool
4033,Anjuna / Vagator 4BR Luxury Villa Mist with private pool
3427,Calangute 4BR Luxury Villa Nandu with private pool
2135,Sangolda 4BR Villa Blue Rose with private pool
2210,Sangolda 4BR Villa White Rose with private pool
4043,Baga 6BR Luxury Villa Serene with jacuzzi and private pool
1482,Arpora 3BR Luxury Villa Pan with private pool
778,Arpora Area Luxury Villa Vlada with private pool
800,ForestTree Hostel
55,Casa Anjuna
2973,Basilico
3336,Village Villa Sunny Cow
1921,6BR Luxury Villa Grande with private pool
4309,5BR Luxury Villa Majestic with private pool
4490,Anjuna 5BR Luxury Villa Neel with private pool
1702,4BR Luxury Villa Firework with private pool
3294,5BR Luxury Villa Blues with private pool
2162,3BR Luxury Villa Riverside with private pool
1137,Candolim Area 3BR Luxury Villa SohOm
988,Assagao 7BR Luxury Villa Assagao Legend with private pool
2550,Anjuna Luxury Villa Luna with private pool
3761,Candolim Area 3BR Seaview Ultra Luxury Villa Glory
3058,Arpora 6BR Luxury Villa Celebrity with private pool
3247,Candolim Area Luxury 6BR Luxury Villa Cloud with private pool
1395,Xavier's Guest House & In-house Restaurant
2638,Rose Cottage
769,Anjuna 5BR Villa Liana with private pool
4362,Calangute Area 6BR Villa Garden with private pool
3091,Reise Fort Resort
3216,Park Regis
286,Anjuna 5BR Luxury Villa Manor with private pool
4573,Dhaklos Guest House
429,Scon morjim
4126,VIP Guest House - Income Tax Department
2333,4BR Villa Mango with private pool
2718,5BR Candolim Luxury Villa Fisher with private pool
2080,Zenobia
3390,La Casita Holiday Cottages
723,4BR Luxury Villa Utopia with private pool
952,Calangute 5BR Luxury Villa Asa with private pool
3986,Candolim Area 2BR Villa Rio with private pool
2263,Anjuna Area 4BR Villa Aaira with private pool
990,Hotel Grand Kadamba
3213,Country Inn and Suites by Radisson
1760,Anjuna 5br Villa Splash w/private pool
3535,Bambolim Siridao 10br Luxury Villa Isa w/private pool
327,Anjuna Area 3BR Luxury Villa Almond w/private pool
2609,Anjuna Area 4br Villa Waterfront w/private pool
1384,Candolim 6BR Beach Villa Gloss w/private pool
1725,Anjuna 3BR Luxury Villa Apricot w/private pool
1087,Anjuna 5BR Villa Cream w/private pool
2524,Philip Olinda Guest House
342,Storii By ITC Hotels Shanti Morada
148,Dona Paula Luxury 10BR Villa Skyline w/jacuzzi and private pool
4073,Candolim 6br Beach Villa Amber with private pool
3433,Assagao 2br Villa Encatal with private pool
1108,Moira 4br Luxury Villa Kiss with private pool
849,Candolim Area 5BR Luxury Seaview Villa Luga
967,Candolim Area 4br Luxury Villa Kira with private pool
4387,Candolim 3br Villa Grover with private pool
1493,Candolim Area 6br Luxury Villa Velvet with private pool
2204,Candolim Area 5br Luxury Villa Infinity with private pool
3869,Candolim Area 3br River View Villa Riviera with private pool
662,Assagao 5br Villa Jasper with two private pools
1003,Arpora Area 4br Luxury Villa Jamun with private pool
4078,Candolim Area 4br Luxury Villa Umami with private pool
285,Assagao Area 3br Luxury Villa Lacob with private pool
4082,Assagao 3br Villa Laolab with private pool
4366,Assagao 2br Luxury Villa LaxoB with private pool
1880,Siolim 2br Villa LaviSi with private pool
4499,Anjuna 4br Villa Bard with private pool
1204,Moira 4br Villa Tropicana with private pool
1991,Income Tax Department Guest House
25,Assagao 5br Luxury Villa Bao with private pool
4496,Calangute 6br Luxury Villa with private pool
3528,Assagao 4br Villa Ikiro with private pool
4122,Assagao 4br Luxury Villa Mayaland 2 with private pool
4012,Candolim 2br Villa Vero with private pool
876,Candolim 1br Beach Villa Taro
4399,Candolim 2br Beach Villa Liberty
939,Candolim 2br Beach Villa Gem
2688,Candolim 2br Beach Villa Ludo
2395,Candolim 5br Luxury Villa Bonita with private pool
4235,Assagao 5br Luxury Villa Rangoli with private pool
4614,Candolim 2br Beach Villa Capri
3563,Anjuna 5br Luxury Villa Amigos with private pool
386,Calangute Area 6br Luxury Villa Tranquil with private pool
4000,Candolim Area 21br Luxury Villa GoaSun with private pool
4237,Parra 2br Villa Good with private pool
3837,Candolim 3br Beachfront Villa Heart with private pool
2292,Assagao 5br Luxury Villa Royal with private pool
3655,Anjuna Area 4br Villa Sesam1 with private pool
937,Candolim 3br Beach Villa Vino
4305,Candolim 5br Luxury Villa Candolim
2361,Baga Area 4br Villa Smile with private pool
3508,Vagator 5br Luxury Villa Turtle with private pool
202,Vagator 3br Luxury Villa Aroma with private pool
3209,Candolim 3br Villa Son with private pool
1333,Candolim Beachfront 5br Villa Siya
3017,Calangute Area 7br Luxury Villa Dina with private pool
3503,Baga Area 3br Luxury Villa Madore with private pool
2709,Baga Area 3br Villa Saliya with private pool
1935,Baga Area 3br Villa Chapoli with private pool
936,Baga Area 3br Luxury Villa Zu with private pool
2419,Anjuna Area 5br Luxury Villa Panch with private pool
567,Anjuna 5br Luxury Villa Orchid with private pool
1855,Candolim 4br Villa Grove with private pool
4144,Anjuna 3br Luxury Villa Sara with private pool
2873,Candolim Area 3br Luxury Villa Seal with private pool
3031,Assagao Area 3br Luxury Villa Allut with private pool
1206,Candolim Area 4br Luxury Villa River View wirh private pool
2468,Baga Area 5br Luxury Villa Flora with private pool
1646,Candolim Area 4br Luxury Villa Hummus with private pool
3418,Candolim Area 6br Luxry Villa Mits with private pool
3477,Candolim Area 11br Luxury Villa Majestic Grande with private pools
3718,Anjuna 4br Luxury Villa Oozy with private pool
2862,Assagao Area 6br Luxury Villa Prana with private pool
1793,Candolim Area 3br Luxury Villa Sonos with private pool
1431,Calangute 5br Luxury Villa Tum with private pool
2827,Candolim Area 4br Luxury Villa Breeze with private pool
3369,Anjuna 4br Luxury Villa Shine with private pool
3368,Anjuna 5br Luxury Villa Mira with private pool
3534,Calangute 5br Luxury Villa Hum with private pool
3101,Calangute 10br Luxury Villa Hum Tum with private pools
4041,Candolim 9br Beachfront Luxury Villa with private pool
1014,Anjuna 3br Luxury Villa Mulberry with private pool
1929,baga_area_3br Luxury Villa Ocio with private pool
3450,Vagator 3BR Luxury Villa Lavit 9 with Private Pool
3920,Vagator 3BR Luxury Villa Lavit 10 with Private Pool
3057,Vagator 3BR Luxury Villa Lavit 12 with Private Pool
3974,Vagator 3BR Luxury Villa Lavit 14 with Private Pool
127,Assagao 6br Luxury Villa Carpe Diem with private pool
3663,Parra 3br Luxury Villa Tribe 2 with private pool
2936,Assagao Area Luxury Villa Tribe with private pool
3205,Parra 4br Luxury Villa Tribe 2 with private pool
1348,Vagator 3br Luxury Villa LasiT with private pool
3056,Anjuna 4br Luxury Villa MayriT with private pool
356,Calangute 3br Luxury Villa Limelight with private pool
4318,Candolim 3br Luxury Villa Sage with private pool
3532,Omistico International
2731,Guest Room
828,Shalini Residency
1640,Ariena by Spree Hotel
3041,Mapusa Residency
985,Hotel Golden Plateau
3282,Saraya Eco Stay Mud House And Tree House
4605,Palácio do Roberto
2189,Saraswati Guest House
4375,HOTEL TRIDIVA MORJIM
2444,The Postcard Velha
363,Sri Mahalasa Guest House
2350,Taj Cidade de Goa Heritage
346,Castle House
4154,The International Centre Goa
4273,O Pescador Resort
712,JW Marriot
3206,Swimsea Beach Resort
3624,Shambala Geusthouse Resort
4442,The Baga Beach Resort
3609,Taj Vivanta
3326,Varanda do mar
11,Fidalgo
1684,Prainhas
2117,Ginger Tree Boutique Resort
4392,Hotel Vasco
1835,Fortune Acron Regina
794,DoubleTree by Hilton Hotel Goa - Arpora - Baga
3364,The Grand Leoney Resort
4581,Papa Jolly
2803,La Gulls Court
2675,Leoney Resort
95,Sea View Holliday
3619,Santa maria
130,DoubleTree by Hilton Goa - Panaji
2892,Hotel Sanman
2372,Hotel Hard Rock
3900,Ginger Goa Dona Paula
3835,Hilton Goa Resort
3333,Candolim Grande
3229,Sunkissed Plaza
4557,Valentine's Retreat
2996,The Westin Goa
2264,Grand Hyatt
1901,Casa Frangipani Assagao
3825,W Goa
815,Rainforest Boulevard
3231,Jolly Jolly Lester Resort
1933,Casa Delsol
3854,Ginger Goa Panjim
3750,Azara Resort
2913,De Amour Holidays
1866,Star Stay Resorts
1659,Sharayu One
517,Villa Emerald
3594,Taj Cidade de Goa Horizon
1858,Golden Orchid
2646,The Chances Resort & Casino
2244,Honeymoon Inn
1278,New Spring View
2337,Spars Lodge
951,Wingait Inn
3483,Vishram
4053,Peterhof
3069,Hotel Rama Palace
1121,Oberoi Cecil
4128,Landmark Hotel and lookout
2598,Clarke's Hotel
2205,Hotel Combermere
420,Hotel Willow Bank
923,Woodville Palace Hotel
3842,Hotel Rahat Regency
478,Springfields Hotel
2036,Hotel Amar Palace
3803,Ashoka Hotel
1693,Hotel White
3862,Chapslee Hotel
3851,Janjatiya Bhawan
3572,North Moon Home Stay
1472,Harmony Hotel
2602,Mahamaya Hotel (OYO)
1203,Chail Palace
2439,Hotel Uphar
2627,Scenic View Stay in Shimla
1670,Abhiaak Regency
4465,Hotel Satyam Regency
1971,Yamuna Regency Shimla
3111,Seven Hills Hotel
2152,Thakur Home Stay
821,Vipul Home Stay
1998,Vipin Mantan
4533,Adiv Regency
3055,Dev Home Stay
1249,Vatsalyam Home Stay
3836,Anurag Homestay
2713,Rahat Home Stay
993,Home Inn Shimla
2191,Ridge View HomeStay
4326,Fair View Homestay
1047,BBMB Guest House Shimla
1889,The Bodhi Tree B&B
2470,Claridges Residency A Block
2848,Hotel Victory
3598,The Cedar Grand
616,Uphar
1319,The Thistle Lodge
1864,Annandale View
2344,pine residency
2450,HPTDC Cottage
2137,mehdudia guest house
1066,Karam Vidhata Resort
1773,Hanu Vatika
4595,Vaishnavi Home Stay
132,Welcomhotel Tavleen Chail
3763,Hill View
3482,Hotel Oak Wood
78,PWD Rest House (H.P. Public Works Department)
3451,Avvassa Vacation Home
2899,Kumar Guest House
2053,Hotel Blue Diamond
4201,Hotel Osheen
725,Hotel Meridian
1315,Hotel Ganga
3989,Hotel Firhill
1852,Brightland Hotel
2318,Hotel Sunrise
4004,Valley View
873,Hotel Lord's Grey Deluxe
1373,Hotel Dee Emm
1856,Hotel Baljees Regency
4435,Hotel Hans
2966,Hotel Blossom
3811,Charlie Mount Lodge
1320,Zen Homestay
2561,Hotel Sangeet
4537,Hotel Shingar
2636,Hotel Eve
3787,Hotel Marina
3531,Avadh Palace
376,Auram
1909,Hotel Chandan
334,Hotel Prashant
3928,Hotel Rock Sea
4016,Ridge View Cottage Mashobra
2366,Mashobra Greens
1605,Shipur Sojourn
1119,Amber Vista
3678,Kufri Holiday Resort
3491,Ashiana Clarks Exotica Revolving
4506,Oak View
3622,Hotel Hill View Regency
1944,Verma's Home Stay
2959,Hotel Doegar
3943,Himneel Block
4590,Rajgarh Cottage
3964,Monal Cottage
2377,Wood Rose Cottage
4485,Hotel Centre Point
1343,Annapurna Hotel
321,Hotel Nefa
1620,Hotel DawnLand
3714,Hotel Pine Ridge
4177,Hotel Green Land
2061,Hotel Paramount
2946,Hotel Kosing
2220,Hotel Shangri La
1674,Hotel Park
1943,Rema Homestay
261,PYBSS
4097,Regal Hilton Grand
2040,Taj Lodge Itanagar
690,Sterling Palace Itanagar
902,Itanagar Plaza
2307,ITC Itanagar
2027,Elite Resort
2893,Hotel Red Fox Suites
4463,Red Fox Itanagar
139,Imperial ITC Grand
1918,Marriott Itanagar
1829,The Inn
1574,Classic Red Fox Lodge
320,Taj Plaza Itanagar
654,Itanagar Resort
2138,Elite Inn
4042,Radisson Royal Itanagar
559,Premium Lodge
2188,Crown International
113,Palace Residency
532,Elite Red Fox Resort
225,Country Inn Itanagar
724,Ginger Park Itanagar
4158,Country Inn Premium Itanagar
2884,Bloom Classic Itanagar
1142,Imperial Red Fox Premium
1434,Treebo Deluxe Itanagar
2374,Zostel Royal Itanagar
4349,Ginger Tower Itanagar
3372,Crown Palace
2221,Bloom Itanagar
1459,Radisson Itanagar
3098,Itanagar Continental
1416,Marriott Residency Itanagar
2763,Treebo Itanagar
847,FabHotel Executive Itanagar
194,Radisson Itanagar
1465,Leela Itanagar
2622,Hilton Tower Itanagar
947,Treebo Park Itanagar
2022,Regal Heights
2552,Premium Premium
1630,Oberoi Itanagar
2929,Grand Bloom Lodge
118,Regal Lodge
646,Itanagar Premium
1871,Taj Classic Itanagar
4,Sterling Itanagar
75,Taj Itanagar
1756,Hotel Blue Moon
468,Hotel Brahmaputra Ashok
3394,Hotel Biswanath
6,Guest house
1247,D Mukta Lodge
920,Hotel City Park
2596,Sundarban Guest House
229,H.B. Lodge
1064,Hotel Red Rose
2591,The Ornate
243,Blissful Eyrie
2947,Luit Vista
4232,CHITRALEKHA LODGE
1161,THREE LITTLE BIRDS HOMESTAY
4064,The Springbuck Homestay
3736,Graham Sojourn Homestay
1631,Mukta Lodge
3895,Hotel NE Gateway
3518,Hotel Times
2891,City Lodge
3422,Hotel Victoria Fooding and Lodging
2564,Hotel Maitri Residency
2672,Hotel Coronation
1527,Hotel Classic
1606,Suro Guest House
4474,Hotel MM
2325,Hotel Atithi
2710,Hotel Arya
4055,Hotel Daffodils
1313,Hotel Santi
3449,Hotel Bijoya
1990,Hotlel Kalpan
4092,Naga Hotel Fooding
2363,Aashi Apsara
1976,Hotel Guwahati Junction
3515,N.E. Century Guest House
1762,Hotel Griham Inn
3392,Hotel Bhargav
1306,Hotel P.C.S.
2740,Bhargav Inn
1542,Spectra Inn
4320,Bishram Lodge
2473,Hotel Ashok Palace
3626,Hotel Gitanjali
2643,Hotel Maharaja
2796,Hotel Rodali Residency
4139,Hotel Trimury International
623,Hotel Ansuna Residency
4032,Hotel Mahalaxmi
1494,Sangai Manipuri Rice Hotel
111,Hotel Nandan
2276,Hotel Fame City
3949,Hotel Bijita
1170,Hotel Haris
4187,Hotel Puja Palace
233,Hotel Fortune
67,Boby Lodge
4222,Bhanu Lodge
1604,Hotel Brahmaputra
2073,"orchid Apartment,Block-B,Flat no-07,3rd floor"
3284,safarnama
3597,Mahmud's PG
2193,RASHID RESIDENCE
537,Solace manzil (SN farid's residence)
2860,SRI KAPIL HOTEL & RESTAURANT
126,chinese hut
3546,treebo hotel spring brook
2134,Electro Cooling Appliances
1255,Greentech residency
1297,Park Plaza Hotels
1977,THE GUWAHATI ADDRESS
4188,Magic Square
4050,M/S DURGA LODGE
2076,OYO cozy home
485,Hotel Nova
1655,Dynasty
1216,mongo tree bed and breakfast
3087,Maa kamakhya guesthouse
3950,Rahul store
4470,RAHUL HOTEL
3993,Barman hotel
4196,THE PALM SUITES
3346,BIBHASHREE GUEST HOUSE
4140,HOTEL GALAXY INN
1775,HOTEL PALACE
2411,Hotel shibani
2798,Rava baideo hotel
919,LAKHI HOTEL
1647,krishna inn
1027,rudrakhsh inn
1031,ratnamouli palace
883,New Barak Hotel
1336,Lohia House
2747,CHAI & CHID
3876,Kutubbudin Hotel
2714,Bismillah Hotel
365,Hotel Sky Land
4486,Hotel Tripti
3288,PARAMPARA
2126,ASARBAD HOTEL
28,Ashik Hotel
474,Dispur Residency
526,CITY HOTEL
726,Munni Hotel
56,Orchard Hotel
639,Anjalee's Lodge
303,Bipanchi hotel
2767,Kanchan Sweet And Foods
4323,PARBEZ HOTEL
1277,BINA SWEETS HOTEL
1891,Alam Homoeo Clinic
625,Mariyam Hotel
2056,NORTHEAST KITCHEN
1281,BARBEE'S FOOD CORNER
2852,C.P.W.D GUEST HOUSE
1050,OM BISHNU HOTEL
337,Mamar Dukan
3645,GUN GUN HOTEL & RESTAURENT
48,Rizwan Hotel
2879,Dosti Hotel
107,BISWAS HOTEL
2398,MANISHA HOTEL
1080,BLUE HEAVEN
2287,Lala Hotel
2262,Mansarovar Hotel
1145,Vivanta by Taj
2095,Hotel Renaissance
2297,Hotel Lily
2842,Hotel Shoolin Grand
3145,Leo Residency
1837,Sun N Sand
1754,Sriman
1102,Sirona
1969,Aurora Towers
3959,Raviraj
3118,Sagar Plaza
2394,The Gordon House
524,Hotel Executive Residency
2281,shitai hotel
2693,Sadanand
4124,Shalimar Hotel
2886,Viva Inn
1429,Ritz Hotel
2582,Swagat Luxury Lodging
3901,Hotel Abhijeet New Sweet Home
682,Ginger hotel
604,Conrad Pune
1490,Marriott Suites Pune
4431,DRDO Diat Guest House 
3861,royal
4477,Treebo Hotels Guest House
3123,Apple Tree
4175,Hotel Mukesh
61,Holiday Inn Express Pune Pimpri
1970,Hotel Royal Palace
672,Ranadeep Lodge
93,Treebo Ranjana's
667,Keys Hotel
3934,Nishigandha
1888,Lakevilla
3267,57. Lorraine.
281,Central Government Touring Officers Guest House
1720,Ambience
3969,Hotel Muktai Veg & Non Veg
360,Mejwani pure veg
900,hotel5
3592,Raj Mahal
1936,FabExpress SRH
4532,Treebo Trend Niraali Executive
1995,Ibis Hinjawadi
4502,Desi Kitchen
2896,OYO Flagship IT Park
3255,Apapa Idali Dosa Center
3735,O Hotel Pune
761,Mahi Dhaba
2159,swa rashtra
1907,Shree Inn
3824,Nana Shri Hotel
43,Hotel Haveli
3819,Executive Tamanna
2174,OYO Vys Inn
205,YKS Sizzlers
1474,Samadhan Mutton Khanawal
2101,Oyo Kamini
3846,Hotel Sheetal
2594,Hotel Lotus
69,Hotel Centro
3979,Hotel Arusai
1876,"Aura Celestia - Bar, Kitchen & Celebration"
