hotel_id,place_id,display_name,formatted_address
mum089,ChIJRYUf_sXJ5zsRkOjlQXu5dvg,IRA By Orchid Mumbai - T2 International Airport (Formerly VITS Mumbai ),"Metro Station, IRA By Orchid, Andheri - Kurla Rd, near Chakala, Bhim Nagar, Andheri East, Mumbai, Maharashtra 400059, India"
mum090,ChIJJ1QeHdi55zsRUYnhSQRWrwY,"Vivanta Thane, LBS Road","Survey No. 29A, Lal Bahadur Shastri Marg, Gokul Nagar, Thane West, Thane, Mumbai, Maharashtra 400601, India"
mum091,ChIJS9VBVa7J5zsRZQtDcix26po,"Lakeside Chalet, Mumbai - Marriott Executive Apartments","2 & 3B, near Chinmayanand Ashram, Kailash Nagar, Mayur Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400087, India"
mum092,ChIJRVR9ciHP5zsRC11K4BgfcQ4,"Taj Wellington Mews, Mumbai","33, Nathalal Parikh Marg, Cusrow Baug Colony, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
mum093,ChIJMcfBWXLJ5zsRwH-hY6ppMuo,Le Sutra Hotel Mumbai,"14, next to Olive Restaurant, Union Park, Khar West, Mumbai, Maharashtra 400052, India"
mum094,ChIJN_kOPMHR5zsRdGjP_USIa4U,The Gordon House Hotel,"5, Battery St, Apollo Bandar, Colaba, Mumbai, Maharashtra 400039, India"
mum095,ChIJVVUVk3HI5zsRHBZXPwkAkZo,Hotel Peninsula Grand,"Hotel Peninsula Grand, Junction, Lokmanya Tilak Nagar, Saki Naka, Andheri, Mumbai, Maharashtra 400072, India"
mum096,ChIJuwUrY0C55zsRhjUPf9pcn6A,"Fortune Park Lake City, Thane - Member ITC hotels' group","Eastern Express Hwy, near Jupiter Medi-park, Laxmi Nagar, Thane West, Thane, Maharashtra 400601, India"
mum097,ChIJQW1mAyPO5zsREU0kfXe0qUs,Mogul Palace Hotel,"20, Dontad Cross Ln, off Yusuf Meher Ali Road, Pydhonie, Mandvi, Mumbai, Maharashtra 400009, India"
mum098,ChIJPTiqtOjJ5zsRmKj7yM8uqHc,Hotel Milan International,"Hotel Milan International, 1st Rd, near Milan Subway, Koth Wadi Area, MSEB Colony, Santacruz (West), Mumbai, Maharashtra 400054, India"
mum099,ChIJCzN5XAHJ5zsRpVw5fKpc_5A,T24 Retro - 4 Star Boutique Hotel,"Nehru Rd, near Terminal 1, Ext, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India"
